Morning,Afternoon,Evening,Night,CaseRatio,WordRatio,VerbRatio,NounRatio,PuncRatio,AdjectiveRatio,AdverbRatio,AbrvRatio,NumeralRatio,DeterminerRatio,PostPositiveRatio,DuplicatorRatio,ConjunctionRatio,InterjectionRatio,PronounRatio,QuestionRatio,IncorrectRatio,NegativeRatio,PluralRatio,PresentTimeRatio,FutureTimeRatio,PastTimeRatio,NarrTimeRatio,ProgTimeRatio,CondRatio,ImpRatio,NecessRatio,AbilRatio,NegAbilRatio,QuestionPuncRatio,ExclamationRatio,EllipsisRatio,CommaRatio,FullStopRatio,EnglishRatio,SmilingRatio,AffectedRatio,TongueRatio,NeutralRatio,UnwellRatio,NegRatio,RomanticRatio,FingersRatio,ActivityRatio,SportRatio,PlantRatio
0.502,0.730,0.498,0.270,92.754,12.673,1.053,6.329,1.563,1.119,0.398,0.000,0.293,0.420,0.225,0.001,0.339,0.088,0.195,0.050,1.476,0.152,1.026,0.190,0.054,0.223,0.139,0.199,0.027,0.140,0.006,0.052,0.024,0.058,0.044,0.026,0.000,0.536,0.052,0.000,0.000,0.000,0.001,0.002,0.000,0.000,0.002,0.000,0.000,0.000
0.540,0.787,0.460,0.213,92.679,12.139,1.460,5.110,1.385,1.094,0.667,0.000,0.202,0.497,0.229,0.003,0.578,0.073,0.367,0.040,1.161,0.229,0.807,0.229,0.063,0.422,0.205,0.270,0.046,0.151,0.014,0.051,0.041,0.083,0.088,0.010,0.000,0.657,0.022,0.042,0.000,0.002,0.001,0.002,0.000,0.001,0.001,0.000,0.000,0.000
0.610,0.675,0.390,0.325,93.855,9.459,1.400,3.002,1.139,0.923,0.692,0.000,0.119,0.428,0.193,0.002,0.457,0.126,0.578,0.088,0.517,0.225,0.718,0.303,0.061,0.317,0.094,0.235,0.048,0.226,0.018,0.018,0.049,0.026,0.077,0.213,0.000,0.275,0.001,0.783,0.028,0.050,0.094,0.021,0.003,0.007,0.093,0.002,0.000,0.006
0.521,0.738,0.479,0.262,95.127,14.326,1.855,5.595,1.918,1.348,0.772,0.000,0.291,0.627,0.327,0.008,0.541,0.069,0.527,0.127,0.849,0.382,1.228,0.337,0.094,0.338,0.152,0.389,0.096,0.257,0.014,0.066,0.065,0.224,0.103,0.004,0.000,0.671,0.004,0.012,0.003,0.007,0.007,0.005,0.000,0.002,0.008,0.000,0.000,0.000
0.641,0.613,0.359,0.387,92.206,11.837,1.506,5.454,1.242,0.958,0.513,0.000,0.244,0.460,0.205,0.003,0.298,0.054,0.391,0.073,1.001,0.237,1.230,0.228,0.082,0.291,0.128,0.314,0.062,0.275,0.006,0.021,0.026,0.049,0.062,0.083,0.000,0.304,0.003,0.003,0.000,0.000,0.000,0.000,0.000,0.002,0.001,0.000,0.000,0.000
0.528,0.769,0.472,0.231,88.816,10.573,1.160,5.330,1.092,0.847,0.438,0.000,0.162,0.343,0.156,0.007,0.308,0.037,0.324,0.056,1.198,0.236,0.912,0.170,0.056,0.250,0.069,0.219,0.042,0.205,0.005,0.028,0.047,0.057,0.063,0.045,0.000,0.231,0.009,0.217,0.004,0.002,0.077,0.013,0.001,0.030,0.034,0.000,0.000,0.002
0.633,0.748,0.367,0.252,84.188,10.355,1.172,4.530,0.664,0.699,0.523,0.000,0.212,0.375,0.158,0.004,0.493,0.094,0.311,0.089,1.981,0.188,0.509,0.177,0.042,0.334,0.105,0.230,0.033,0.132,0.014,0.030,0.037,0.028,0.034,0.008,0.000,0.078,0.082,0.094,0.032,0.002,0.019,0.064,0.000,0.116,0.024,0.011,0.001,0.006
0.739,0.502,0.261,0.498,90.115,13.612,1.182,6.513,1.919,1.200,0.535,0.000,0.305,0.414,0.219,0.000,0.482,0.020,0.228,0.050,1.121,0.217,1.230,0.228,0.059,0.191,0.107,0.180,0.070,0.228,0.018,0.059,0.042,0.090,0.094,0.059,0.000,0.478,0.007,0.033,0.002,0.002,0.000,0.004,0.000,0.004,0.018,0.000,0.000,0.000
0.363,0.364,0.637,0.636,89.854,16.490,1.415,6.724,2.314,1.171,0.578,0.000,0.105,0.484,0.198,0.005,0.556,0.148,0.508,0.060,2.829,0.255,1.449,0.300,0.052,0.171,0.074,0.178,0.079,0.316,0.009,0.034,0.038,0.058,0.167,0.192,0.000,0.441,0.002,0.016,0.007,0.001,0.000,0.019,0.002,0.008,0.018,0.000,0.001,0.011
0.696,0.514,0.304,0.486,90.846,15.624,0.767,8.575,1.876,0.749,0.377,0.000,0.313,0.227,0.121,0.005,0.331,0.186,0.163,0.017,4.321,0.103,0.600,0.128,0.029,0.095,0.054,0.097,0.053,0.177,0.020,0.035,0.010,0.056,0.107,0.126,0.000,0.370,0.234,0.008,0.002,0.001,0.000,0.003,0.000,0.004,0.011,0.002,0.005,0.007
0.554,0.808,0.446,0.192,88.948,13.747,1.517,5.791,1.997,1.073,0.621,0.000,0.155,0.441,0.238,0.007,0.369,0.050,0.503,0.084,1.240,0.296,1.230,0.268,0.080,0.287,0.101,0.289,0.060,0.229,0.014,0.040,0.050,0.103,0.064,0.064,0.000,0.405,0.001,0.040,0.004,0.005,0.004,0.002,0.000,0.008,0.023,0.002,0.003,0.008
0.462,0.660,0.538,0.340,93.940,11.296,1.349,5.013,1.111,0.969,0.556,0.000,0.193,0.439,0.195,0.012,0.419,0.085,0.438,0.091,1.041,0.246,1.148,0.231,0.049,0.280,0.089,0.209,0.062,0.207,0.017,0.041,0.046,0.078,0.052,0.173,0.000,0.298,0.019,0.079,0.001,0.001,0.004,0.004,0.000,0.008,0.009,0.000,0.001,0.000
0.454,0.644,0.546,0.356,64.257,13.336,0.522,7.094,2.108,0.294,0.210,0.000,0.340,0.177,0.040,0.001,0.174,0.109,0.137,0.019,4.424,0.044,0.150,0.061,0.015,0.103,0.052,0.059,0.021,0.174,0.002,0.003,0.014,0.037,0.081,0.044,0.000,0.157,0.305,0.066,0.019,0.001,0.013,0.061,0.001,0.056,0.021,0.000,0.000,0.005
0.427,0.813,0.573,0.187,93.773,9.240,1.387,3.907,0.467,0.880,0.493,0.000,0.213,0.440,0.173,0.000,0.293,0.040,0.253,0.227,1.067,0.267,0.653,0.213,0.040,0.307,0.160,0.373,0.027,0.133,0.027,0.027,0.013,0.040,0.000,0.013,0.000,0.213,0.000,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.563,0.678,0.437,0.322,90.637,8.315,1.045,3.698,0.890,0.642,0.341,0.000,0.167,0.288,0.138,0.005,0.222,0.104,0.265,0.093,1.062,0.134,0.560,0.162,0.033,0.254,0.105,0.200,0.025,0.159,0.005,0.018,0.031,0.099,0.035,0.022,0.000,0.175,0.046,0.023,0.000,0.000,0.001,0.005,0.001,0.002,0.009,0.000,0.000,0.001
0.512,0.500,0.488,0.500,92.338,5.684,0.299,2.955,0.407,0.528,0.111,0.000,0.208,0.068,0.067,0.004,0.115,0.005,0.025,0.018,1.913,0.028,0.292,0.028,0.022,0.147,0.008,0.035,0.007,0.043,0.001,0.014,0.003,0.046,0.217,0.000,0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.583,0.500,0.417,0.500,92.900,9.917,1.042,4.083,1.583,0.833,0.542,0.000,0.375,0.292,0.125,0.000,0.208,0.083,0.208,0.125,0.500,0.083,1.125,0.167,0.167,0.083,0.042,0.250,0.042,0.208,0.000,0.000,0.000,0.083,0.125,0.250,0.000,0.167,0.000,0.167,0.000,0.000,0.000,0.000,0.042,0.000,0.000,0.000,0.000,0.000
0.989,0.336,0.011,0.664,93.246,8.760,0.792,5.157,0.401,0.666,0.127,0.000,0.274,0.080,0.076,0.000,0.114,0.001,0.035,0.018,1.729,0.080,0.413,0.053,0.054,0.464,0.023,0.094,0.015,0.055,0.006,0.011,0.016,0.028,0.124,0.018,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.615,0.575,0.385,0.425,88.004,12.265,1.203,5.656,1.495,1.003,0.476,0.000,0.301,0.399,0.195,0.001,0.304,0.043,0.287,0.075,1.453,0.220,1.091,0.197,0.047,0.291,0.113,0.193,0.054,0.189,0.010,0.015,0.027,0.106,0.101,0.074,0.000,0.305,0.002,0.058,0.013,0.016,0.018,0.022,0.032,0.004,0.022,0.002,0.000,0.000
0.642,0.631,0.358,0.369,90.224,10.881,1.352,4.271,1.785,0.874,0.454,0.000,0.255,0.369,0.163,0.013,0.309,0.085,0.345,0.121,1.114,0.230,0.788,0.274,0.054,0.276,0.096,0.202,0.073,0.256,0.005,0.020,0.044,0.108,0.124,0.218,0.000,0.453,0.002,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000
0.732,0.493,0.268,0.507,90.190,7.151,0.725,3.658,0.930,0.620,0.144,0.000,0.381,0.061,0.134,0.003,0.103,0.017,0.018,0.063,1.661,0.052,0.376,0.044,0.083,0.375,0.003,0.134,0.008,0.069,0.003,0.025,0.003,0.098,0.694,0.000,0.000,0.000,0.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.627,0.716,0.373,0.284,78.098,11.074,0.945,5.647,1.582,0.738,0.269,0.000,0.460,0.200,0.141,0.005,0.244,0.029,0.164,0.041,1.554,0.113,0.594,0.141,0.089,0.315,0.045,0.144,0.032,0.139,0.007,0.013,0.021,0.059,0.267,0.049,0.000,0.142,0.001,0.026,0.001,0.000,0.001,0.000,0.003,0.005,0.006,0.000,0.006,0.000
0.392,0.811,0.608,0.189,87.023,13.720,1.356,6.439,1.676,1.033,0.482,0.000,0.481,0.471,0.227,0.008,0.420,0.063,0.334,0.054,1.594,0.193,0.948,0.210,0.078,0.422,0.085,0.199,0.059,0.202,0.012,0.029,0.040,0.058,0.101,0.049,0.000,0.377,0.003,0.131,0.000,0.000,0.002,0.002,0.001,0.017,0.016,0.000,0.003,0.000
0.290,0.859,0.710,0.141,93.415,9.653,1.505,3.544,1.421,0.828,0.577,0.000,0.051,0.397,0.216,0.002,0.323,0.032,0.495,0.060,0.377,0.332,0.929,0.322,0.065,0.290,0.094,0.280,0.093,0.202,0.020,0.048,0.060,0.067,0.020,0.041,0.000,0.614,0.000,0.091,0.002,0.002,0.013,0.009,0.002,0.004,0.025,0.000,0.000,0.001
0.339,0.827,0.661,0.173,85.809,12.156,1.205,5.751,1.324,0.910,0.410,0.000,0.218,0.347,0.226,0.003,0.381,0.070,0.372,0.075,1.518,0.178,1.401,0.164,0.152,0.241,0.069,0.189,0.045,0.203,0.004,0.014,0.037,0.048,0.098,0.048,0.000,0.340,0.016,0.057,0.004,0.000,0.003,0.003,0.001,0.003,0.009,0.000,0.000,0.001
0.643,0.587,0.357,0.413,83.822,9.357,1.381,3.841,0.571,0.786,0.452,0.000,0.135,0.413,0.135,0.000,0.516,0.079,0.492,0.127,1.095,0.190,0.643,0.151,0.056,0.437,0.063,0.190,0.024,0.333,0.016,0.048,0.016,0.056,0.008,0.008,0.000,0.127,0.024,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.551,0.799,0.449,0.201,89.104,13.980,1.528,5.675,2.041,1.129,0.606,0.000,0.175,0.464,0.225,0.004,0.354,0.040,0.501,0.101,1.419,0.283,1.164,0.291,0.066,0.304,0.103,0.305,0.066,0.209,0.015,0.041,0.052,0.114,0.035,0.079,0.000,0.404,0.002,0.025,0.004,0.000,0.001,0.002,0.000,0.006,0.011,0.000,0.004,0.007
0.685,0.649,0.315,0.351,91.828,12.827,1.386,5.802,1.333,1.025,0.562,0.000,0.351,0.470,0.247,0.000,0.455,0.064,0.356,0.105,1.199,0.254,1.107,0.219,0.077,0.331,0.110,0.254,0.063,0.203,0.003,0.035,0.041,0.104,0.068,0.031,0.000,0.361,0.000,0.096,0.000,0.002,0.003,0.010,0.003,0.003,0.005,0.000,0.000,0.002
0.363,0.719,0.637,0.281,92.801,11.497,1.503,4.762,1.218,0.978,0.638,0.000,0.157,0.498,0.226,0.005,0.485,0.065,0.503,0.059,0.865,0.258,0.921,0.279,0.043,0.355,0.109,0.340,0.053,0.200,0.014,0.037,0.076,0.073,0.062,0.042,0.000,0.412,0.010,0.083,0.041,0.020,0.037,0.049,0.004,0.028,0.013,0.029,0.002,0.002
0.808,0.456,0.192,0.544,90.443,11.187,1.316,5.176,1.420,0.938,0.394,0.000,0.285,0.373,0.130,0.005,0.368,0.057,0.233,0.067,1.000,0.264,1.016,0.218,0.047,0.332,0.088,0.197,0.047,0.275,0.021,0.016,0.031,0.041,0.078,0.073,0.000,0.368,0.005,0.031,0.010,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.005,0.000
1.000,0.000,0.000,1.000,98.000,16.000,4.000,6.000,1.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,2.000,0.000,4.000,2.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.646,0.701,0.354,0.299,93.117,11.287,1.465,4.828,1.073,0.822,0.621,0.000,0.280,0.427,0.245,0.013,0.408,0.076,0.404,0.146,0.863,0.258,1.070,0.274,0.054,0.309,0.140,0.296,0.073,0.197,0.010,0.051,0.051,0.115,0.029,0.029,0.000,0.277,0.019,0.105,0.006,0.048,0.003,0.029,0.003,0.006,0.013,0.010,0.000,0.000
0.658,0.583,0.342,0.417,85.752,11.962,0.818,6.559,1.441,0.791,0.203,0.000,0.222,0.151,0.117,0.004,0.173,0.007,0.092,0.038,2.357,0.080,0.659,0.092,0.058,0.405,0.012,0.129,0.013,0.061,0.005,0.036,0.010,0.088,0.077,0.036,0.000,0.046,0.001,0.003,0.000,0.001,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.001
0.562,0.766,0.438,0.234,94.365,8.323,1.407,3.164,0.591,0.785,0.523,0.000,0.068,0.375,0.188,0.004,0.302,0.052,0.540,0.071,0.456,0.298,0.770,0.267,0.066,0.266,0.074,0.325,0.068,0.201,0.012,0.046,0.086,0.064,0.007,0.001,0.000,0.327,0.006,0.003,0.000,0.000,0.000,0.000,0.000,0.004,0.005,0.000,0.000,0.010
0.643,0.662,0.357,0.338,94.359,7.754,1.395,3.511,0.359,0.717,0.409,0.000,0.128,0.287,0.134,0.005,0.256,0.082,0.216,0.106,0.618,0.216,0.778,0.189,0.108,0.375,0.116,0.212,0.066,0.242,0.007,0.021,0.032,0.067,0.003,0.013,0.000,0.165,0.003,0.054,0.000,0.000,0.012,0.002,0.002,0.001,0.006,0.000,0.000,0.000
0.696,0.650,0.304,0.350,92.252,10.732,1.440,4.332,1.128,0.925,0.515,0.000,0.078,0.467,0.220,0.002,0.420,0.133,0.417,0.033,0.940,0.224,1.071,0.304,0.066,0.224,0.092,0.190,0.060,0.311,0.012,0.026,0.028,0.043,0.070,0.020,0.000,0.506,0.001,0.003,0.003,0.000,0.006,0.003,0.000,0.000,0.008,0.000,0.001,0.005
0.535,0.776,0.465,0.224,91.152,14.599,1.470,6.854,1.383,1.221,0.581,0.000,0.368,0.522,0.271,0.004,0.444,0.075,0.378,0.094,1.848,0.215,1.253,0.207,0.096,0.319,0.101,0.275,0.049,0.255,0.013,0.042,0.030,0.121,0.095,0.118,0.000,0.297,0.008,0.099,0.001,0.001,0.008,0.012,0.001,0.000,0.013,0.000,0.001,0.000
0.530,0.633,0.470,0.367,91.801,8.388,1.281,3.609,0.238,0.758,0.484,0.000,0.199,0.302,0.192,0.004,0.299,0.121,0.295,0.082,0.936,0.199,0.808,0.128,0.057,0.395,0.036,0.302,0.021,0.270,0.011,0.011,0.046,0.007,0.025,0.021,0.000,0.053,0.007,0.189,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000
0.561,0.691,0.439,0.309,91.631,9.642,1.342,4.245,0.789,0.852,0.422,0.000,0.153,0.382,0.148,0.000,0.274,0.075,0.377,0.096,0.994,0.190,0.821,0.245,0.059,0.268,0.125,0.228,0.056,0.230,0.007,0.037,0.030,0.045,0.045,0.037,0.000,0.160,0.002,0.014,0.000,0.002,0.002,0.002,0.001,0.004,0.007,0.000,0.000,0.000
0.527,0.721,0.473,0.279,89.477,11.671,1.492,5.251,1.003,0.983,0.690,0.000,0.258,0.503,0.274,0.016,0.410,0.091,0.310,0.069,1.085,0.198,0.889,0.223,0.089,0.392,0.123,0.307,0.050,0.183,0.012,0.052,0.037,0.030,0.036,0.023,0.000,0.308,0.007,0.037,0.003,0.000,0.010,0.008,0.000,0.013,0.011,0.005,0.002,0.000
0.562,0.579,0.438,0.421,81.005,16.823,1.538,8.035,1.647,1.251,0.427,0.000,0.173,0.377,0.240,0.005,0.391,0.082,0.369,0.050,3.153,0.272,1.584,0.258,0.104,0.274,0.088,0.163,0.085,0.363,0.017,0.010,0.028,0.019,0.091,0.084,0.000,0.327,0.002,0.065,0.001,0.007,0.006,0.008,0.014,0.001,0.035,0.003,0.000,0.007
0.701,0.543,0.299,0.457,89.684,10.832,1.018,4.975,1.195,0.729,0.298,0.000,0.238,0.322,0.037,0.009,0.323,0.057,0.174,0.018,2.920,0.091,0.463,0.257,0.012,0.253,0.087,0.020,0.036,0.183,0.010,0.003,0.001,0.102,0.013,0.020,0.000,0.297,0.051,0.011,0.002,0.001,0.003,0.000,0.001,0.003,0.001,0.000,0.000,0.000
0.619,0.727,0.381,0.273,96.514,8.238,1.151,2.795,1.431,0.688,0.426,0.000,0.081,0.264,0.097,0.009,0.308,0.063,0.384,0.077,0.859,0.205,0.565,0.250,0.045,0.255,0.075,0.158,0.058,0.184,0.008,0.026,0.033,0.039,0.106,0.075,0.000,0.485,0.016,0.286,0.010,0.017,0.007,0.041,0.008,0.017,0.033,0.000,0.000,0.009
0.818,0.406,0.182,0.594,86.771,20.436,1.474,10.871,2.031,1.639,0.529,0.000,0.635,0.290,0.235,0.014,0.435,0.034,0.157,0.092,3.982,0.082,1.158,0.108,0.166,0.664,0.025,0.296,0.029,0.120,0.006,0.031,0.016,0.152,0.160,0.003,0.000,0.441,0.000,0.008,0.000,0.000,0.000,0.000,0.001,0.006,0.014,0.000,0.000,0.001
0.751,0.626,0.249,0.374,93.450,10.799,1.245,4.423,1.003,0.923,0.551,0.000,0.303,0.423,0.180,0.002,0.359,0.081,0.343,0.086,1.618,0.193,0.772,0.174,0.044,0.267,0.114,0.289,0.060,0.162,0.017,0.057,0.045,0.041,0.073,0.057,0.000,0.129,0.032,0.013,0.005,0.002,0.002,0.011,0.002,0.003,0.037,0.003,0.000,0.000
0.977,0.455,0.023,0.545,83.920,7.206,0.938,4.177,0.213,0.767,0.193,0.000,0.395,0.083,0.078,0.001,0.117,0.009,0.031,0.021,1.418,0.052,0.537,0.058,0.124,0.477,0.007,0.180,0.007,0.058,0.002,0.067,0.006,0.019,0.105,0.000,0.000,0.002,0.001,0.000,0.002,0.000,0.001,0.000,0.000,0.003,0.001,0.000,0.000,0.000
0.786,0.566,0.214,0.434,87.919,13.569,1.152,6.277,1.731,0.955,0.351,0.000,0.387,0.289,0.157,0.024,0.398,0.066,0.234,0.041,2.177,0.165,0.985,0.179,0.093,0.265,0.073,0.205,0.046,0.195,0.010,0.024,0.035,0.033,0.362,0.188,0.000,0.253,0.002,0.045,0.003,0.001,0.003,0.003,0.000,0.099,0.022,0.001,0.014,0.015
0.615,0.500,0.385,0.500,94.166,14.577,1.115,6.692,1.385,1.231,0.462,0.000,0.654,0.654,0.308,0.000,0.500,0.038,0.500,0.077,1.462,0.154,1.077,0.077,0.000,0.115,0.115,0.269,0.077,0.115,0.077,0.000,0.000,0.000,0.000,0.115,0.000,0.577,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.434,0.754,0.566,0.246,93.839,9.479,1.401,4.220,0.679,0.895,0.410,0.000,0.107,0.401,0.189,0.005,0.356,0.068,0.423,0.133,0.603,0.245,0.688,0.266,0.047,0.272,0.064,0.222,0.072,0.254,0.003,0.024,0.036,0.048,0.025,0.008,0.000,0.156,0.003,0.085,0.003,0.001,0.011,0.003,0.003,0.001,0.008,0.000,0.001,0.000
0.576,0.500,0.424,0.500,91.089,11.621,0.705,6.803,0.864,1.639,0.233,0.000,0.324,0.149,0.100,0.006,0.200,0.026,0.087,0.053,1.441,0.066,0.644,0.093,0.035,0.263,0.023,0.145,0.015,0.106,0.004,0.058,0.009,0.081,0.050,0.024,0.000,0.118,0.010,0.014,0.001,0.000,0.001,0.004,0.000,0.003,0.003,0.002,0.000,0.000
0.944,0.629,0.056,0.371,84.056,15.553,1.030,7.015,3.175,1.059,0.411,0.000,0.847,0.332,0.320,0.003,0.307,0.106,0.188,0.054,2.013,0.130,1.008,0.142,0.069,0.251,0.073,0.186,0.031,0.155,0.012,0.023,0.033,0.063,0.221,0.419,0.000,0.498,0.033,0.008,0.000,0.000,0.000,0.000,0.000,0.002,0.003,0.002,0.012,0.000
0.651,0.584,0.349,0.416,86.858,15.188,0.990,7.571,2.063,1.265,0.360,0.000,0.576,0.306,0.188,0.001,0.394,0.042,0.183,0.017,2.559,0.116,1.405,0.128,0.045,0.257,0.044,0.158,0.028,0.179,0.012,0.018,0.017,0.037,0.062,0.144,0.000,0.447,0.021,0.025,0.001,0.000,0.001,0.003,0.001,0.000,0.050,0.000,0.002,0.001
0.718,0.341,0.282,0.659,97.030,14.218,2.377,6.273,0.277,1.241,0.982,0.000,0.468,0.736,0.209,0.000,0.377,0.214,0.714,0.077,0.968,0.318,1.600,0.245,0.086,0.468,0.232,0.650,0.050,0.436,0.032,0.023,0.023,0.018,0.000,0.005,0.000,0.141,0.005,0.073,0.000,0.000,0.000,0.009,0.009,0.000,0.000,0.000,0.000,0.000
0.650,0.581,0.350,0.419,89.810,11.500,1.172,5.381,1.637,0.828,0.348,0.000,0.219,0.340,0.177,0.006,0.296,0.058,0.307,0.072,1.440,0.172,0.997,0.189,0.048,0.254,0.066,0.184,0.050,0.241,0.009,0.021,0.030,0.060,0.088,0.103,0.000,0.474,0.018,0.012,0.001,0.000,0.001,0.001,0.000,0.003,0.004,0.000,0.000,0.000
0.595,0.750,0.405,0.250,87.790,15.561,1.599,7.569,2.080,1.162,0.529,0.000,0.370,0.430,0.219,0.003,0.399,0.032,0.350,0.096,1.496,0.253,1.467,0.200,0.131,0.374,0.103,0.379,0.072,0.220,0.015,0.040,0.037,0.086,0.120,0.103,0.000,0.439,0.005,0.031,0.003,0.000,0.000,0.000,0.000,0.011,0.017,0.000,0.002,0.000
0.475,0.566,0.525,0.434,87.443,12.961,1.223,6.233,1.753,1.101,0.460,0.000,0.211,0.389,0.198,0.008,0.320,0.066,0.316,0.054,1.635,0.204,1.085,0.226,0.064,0.226,0.085,0.210,0.055,0.233,0.010,0.030,0.031,0.041,0.071,0.092,0.000,0.308,0.011,0.060,0.004,0.004,0.003,0.009,0.002,0.005,0.018,0.001,0.001,0.004
0.586,0.698,0.414,0.302,90.619,12.298,1.287,5.441,1.602,1.023,0.521,0.000,0.296,0.400,0.189,0.004,0.454,0.055,0.289,0.066,1.445,0.186,0.925,0.221,0.070,0.355,0.129,0.181,0.054,0.155,0.013,0.032,0.031,0.085,0.090,0.046,0.000,0.553,0.013,0.042,0.001,0.000,0.004,0.012,0.000,0.003,0.004,0.000,0.002,0.000
0.833,0.500,0.167,0.500,92.816,7.500,1.167,4.000,0.500,0.500,0.167,0.000,0.167,0.167,0.000,0.000,0.167,0.000,0.000,0.000,1.500,0.000,0.833,0.333,0.167,0.000,0.000,0.167,0.167,0.333,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.538,0.667,0.462,0.333,89.011,15.321,1.464,7.160,1.973,1.320,0.589,0.000,0.308,0.482,0.248,0.005,0.471,0.061,0.374,0.072,1.724,0.246,1.265,0.220,0.060,0.335,0.099,0.308,0.065,0.228,0.011,0.034,0.048,0.087,0.061,0.059,0.000,0.419,0.014,0.029,0.001,0.000,0.003,0.000,0.000,0.011,0.004,0.000,0.000,0.000
0.729,0.607,0.271,0.393,95.234,9.198,1.627,3.895,0.436,0.870,0.571,0.000,0.185,0.331,0.207,0.004,0.335,0.047,0.372,0.104,0.596,0.266,0.776,0.319,0.076,0.368,0.111,0.341,0.071,0.240,0.011,0.052,0.071,0.040,0.008,0.008,0.000,0.229,0.001,0.036,0.002,0.001,0.012,0.000,0.000,0.004,0.004,0.000,0.000,0.002
0.858,0.557,0.142,0.443,90.288,8.760,0.649,6.296,0.336,0.633,0.129,0.000,0.275,0.077,0.083,0.003,0.109,0.010,0.050,0.033,0.983,0.056,0.469,0.064,0.065,0.300,0.013,0.116,0.013,0.038,0.009,0.029,0.013,0.079,0.119,0.000,0.000,0.003,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.581,0.669,0.419,0.331,91.320,10.394,1.303,3.981,1.303,0.741,0.466,0.000,0.175,0.397,0.191,0.000,0.300,0.034,0.441,0.047,1.459,0.206,0.744,0.253,0.053,0.256,0.094,0.191,0.050,0.222,0.013,0.016,0.031,0.078,0.028,0.009,0.000,0.397,0.006,0.062,0.006,0.000,0.009,0.003,0.003,0.016,0.003,0.000,0.000,0.019
0.305,0.703,0.695,0.297,90.922,11.596,1.724,4.477,1.288,0.959,0.627,0.000,0.161,0.546,0.211,0.004,0.358,0.068,0.666,0.104,0.710,0.307,1.022,0.340,0.088,0.388,0.104,0.286,0.095,0.281,0.007,0.055,0.066,0.082,0.014,0.025,0.000,0.428,0.000,0.019,0.001,0.000,0.005,0.001,0.000,0.000,0.006,0.000,0.000,0.004
0.521,0.688,0.479,0.312,83.545,12.458,1.333,5.708,2.021,1.208,0.333,0.000,0.167,0.312,0.167,0.000,0.250,0.042,0.354,0.042,0.958,0.229,0.875,0.167,0.062,0.333,0.042,0.208,0.021,0.292,0.021,0.062,0.000,0.042,0.188,0.125,0.000,0.396,0.000,0.062,0.000,0.000,0.000,0.042,0.000,0.021,0.000,0.000,0.000,0.021
0.664,0.624,0.336,0.376,93.657,10.625,1.536,4.497,0.951,1.064,0.586,0.000,0.164,0.483,0.200,0.009,0.351,0.065,0.415,0.078,0.716,0.247,0.973,0.267,0.091,0.363,0.111,0.271,0.066,0.228,0.014,0.045,0.034,0.081,0.097,0.069,0.000,0.346,0.002,0.073,0.014,0.008,0.008,0.060,0.002,0.003,0.070,0.002,0.000,0.000
0.481,0.692,0.519,0.308,95.594,12.176,1.693,4.758,1.246,1.069,0.766,0.000,0.134,0.579,0.314,0.006,0.497,0.068,0.558,0.095,0.725,0.349,1.062,0.338,0.110,0.309,0.110,0.378,0.084,0.213,0.015,0.043,0.073,0.062,0.042,0.024,0.000,0.462,0.000,0.105,0.014,0.004,0.042,0.021,0.000,0.014,0.015,0.002,0.000,0.002
0.644,0.298,0.356,0.702,49.868,9.267,0.168,3.738,2.077,0.144,0.074,0.000,0.138,0.094,0.031,0.000,0.064,0.035,0.064,0.003,3.110,0.025,0.074,0.027,0.011,0.036,0.009,0.028,0.009,0.025,0.002,0.006,0.009,0.020,0.042,0.027,0.000,0.105,0.050,0.080,0.025,0.005,0.002,0.024,0.000,0.064,0.039,0.000,0.003,0.019
0.664,0.669,0.336,0.331,95.171,8.302,1.181,2.546,2.101,0.609,0.319,0.000,0.044,0.210,0.078,0.004,0.224,0.157,0.425,0.082,0.525,0.165,0.444,0.198,0.048,0.271,0.047,0.224,0.043,0.239,0.004,0.016,0.020,0.005,0.010,0.168,0.000,0.794,0.002,0.661,0.003,0.259,0.294,0.015,0.004,0.000,0.034,0.001,0.000,0.043
